customer_id,site_id,location_type,customer_name,delivery_days,address_line1,address_line2,postal_code,region1,region2,region3,phone_number,customer_number,otc_customer_id,otc_site_id,load_date,longitude,latitude,locquality_desc,is_deleted,modified_date,modified_user,source_system,otc_warehouse_no
100010,ROUTE_10,TRLOT46SX,DESC_10,0IQMKO1XNTKGQKL,G7ID,U25HZY7KKAEB6R,SZJT6KKMUAGNX,57PWHXTO7U,KEB,AVSX5E0,0Q05B3,7G850K9TFVY9,807TZQEEC8XCAXN,GLTR15AR6SJMEI,2025-11-05 15:34:16.000000,-57.668449,72.302232,DESC_10,6B0M,2025-04-10 05:33:45.000000,G20H0,ZKO04HYORXY669,M5E0SOM
100011,ROUTE_11,EC83BU2QSXX4,DESC_11,J2LQGMFQ,1MYHM3S0AG,5TA,45EGT,HEGV,QF280XCHE2UISI,WMTBX10R2M17VU6,H8963O6A7587,B1YGC6W1,PNODWPXQ6AA9Y4,QKG7RC67UI9JG,2024-09-28 08:17:47.000000,5.82963,-85.962977,DESC_11,1RSSI0VUKDQD,2025-09-04 16:40:46.000000,JK7B96UE,FBAYS,MUA8MI5FC
100012,ROUTE_12,8OP5SU,DESC_12,174AEYOZ,EROHMAF3,PW2BTHM,OZD87LT4X,UEBG4,HMMCI60PNM2,WKZFS236M,53SOF489PA6,UGJMJD4MJJFZ,9DN9IXW5AEFTXSI,S41SLN7K,2025-11-20 03:34:49.000000,66.65801,-53.266722,DESC_12,R9J,2025-09-06 11:26:04.000000,32IG3ZI0WBI3XQ,47ZXW,R56K
100013,ROUTE_13,0OB5ETAH5K,DESC_13,CXTGMJ81UOFGHD,00DPHOVAOL1,OWKC260EVJXG,QEEOBD,K05G036S186W,VY5MRWHME,RNDJ,L90VAGJIM21,E49PUA9O8BHTX,LM3KXDD42C8D3LH,QK6YFN9P,2024-05-27 20:26:11.000000,47.544974,-121.542488,DESC_13,6T6LK4UGKP9IO,2024-11-17 13:15:29.000000,W16W0WGRMRXOO,TEILXP7SOI,IGJTYQLOZPL
100014,ROUTE_14,GETDAXIQLF,DESC_14,2PJ7,NOXI,HFVWDU,FVU,STLVGP13JTN2C,A7T7YMJ2NFIP,09Z,M7O19MAWH83,8ZF1PALJQYOLJ5,L4VG050WJ1B98V,2QFC1,2025-03-04 21:58:14.000000,-179.054695,-6.471707,DESC_14,47WTQAORA13,2024-07-16 05:00:32.000000,6B06A7,R34N8ZQZK,467BVJSPKW2RZB
100015,ROUTE_15,U2BG2DV6044,DESC_15,5ZB76GR2F,EYHS5LJ78CM9,DTBTYP,ZTO,XX2,C94O3BKDH,AO51KO7YWX,0WS1M17P,RX747STCHY81,46JULIMGZ,LCG38,2024-01-06 06:10:03.000000,-54.43533,126.330244,DESC_15,EPNDG93YC88QD,2025-09-10 01:06:15.000000,0IH9W8DU94,H2LISJQI8S,U9LA
100016,ROUTE_16,71YMS4GDCUAZK,DESC_16,VYVHQ,V8WV,DZK,YAXXB,XF4EU,V3JVW6I,QYLTHFLXW0742JR,VI7NLURR6LAZCE4,9T5V,GOZDSZ8KRJDF,29XOMX,2025-02-13 15:39:06.000000,58.133329,-63.95042,DESC_16,78BZLD54D8,2025-02-12 15:13:38.000000,KDPUBL97FDAVSPY,MIM61I4QX42,VO2DXYXM3ZPL
100017,ROUTE_17,0HX7,DESC_17,3S72X,NZWAC7DJRE26,R6PBES9P,E8QU0ONR,QVWWY2VHKSNCU,0H2NXFHSYGGQ,CSUDV,TLKW3RGE8K8I,YFL8NN782SUQKWY,X6QOTWH61UMK7H,LKYGWO3B9EQUXR1,2024-04-02 03:50:42.000000,137.356583,17.263417,DESC_17,Q28J4O9NFV7T5SD,2024-12-05 11:41:46.000000,ID58LDI4CC9FC,DLHIXIGIJF3RBB9,68UGU0
100018,ROUTE_18,DCUGV,DESC_18,UFGDMG6KP,ECFIHD2BTV,NSVY9PXJGWSAGQ,FVL5DCUK2U,N7OV398CADL7XV,KWQTI7K60,UYBOMPA3Q,U0Q0ZA,HWO3NURIO8K,D4X0BFRCMWK,Y6KZ,2024-06-22 04:43:06.000000,58.389845,179.761731,DESC_18,QU8QWH8YTPYV0,2024-04-14 00:23:09.000000,ODXNZA,6GEDFHDA5XAG9H,LX9MHG
100019,ROUTE_19,FV7SGJ238MOC,DESC_19,3NIR2PQVD36A6H,0HJV,HDBY71,ET6K,RV4QI0Y4VPZD6,PJ7,9ENSTMX,5PLPC6YS9,HPVQZ6L,M4QC7,3IHVFEKATLOZEI,2024-02-02 02:30:18.000000,-179.592756,160.027201,DESC_19,1PXJZBFIFG1JBKW,2024-05-18 22:18:22.000000,5CC4ME3KE,MDFWQ,U3EDY
100020,ROUTE_20,M68W,DESC_20,NO7OIWW5,DO20M4BBZR5GG0,PV0TXVL2PP4,E7F6TJMP9MVAYIB,SZ4,YGPR2,SVW,47FI8AL25SCEN47,CV2A8GO1,VXRKB92E064MF1S,1TC,2025-11-22 21:21:17.000000,26.812954,39.802891,DESC_20,6WJV8YXSB,2024-10-30 00:16:04.000000,86CPIH63Q910Z7,N66WS9DRYKNY6KN,HW0
100021,ROUTE_21,JUJV500,DESC_21,SHOVMX,66D62B24M6AYWU0,30W3Q,CSI,HDMAR0RXPDX,LNVVOLWSKB9ZP,RAO5MMV0REP,G7P2VOB2TR,N9L9EDM6DRX,9WK01,PA9HH0GUYTG8,2025-07-08 04:25:46.000000,32.923647,-61.710365,DESC_21,W9ZJKXUW,2025-04-15 02:57:34.000000,Z26KU,7SYIJ,2K14UFZV26QNK
100022,ROUTE_22,00BES,DESC_22,A4GMXZ5F3DVI98,LPT2G5RV9OAL,ZQGCZQ,TTIZNKL7DE7TRQ,58M81XNZT76,BB23PPY1,YSA3,DOMMBYH9ES0WT9U,II1MT460VEC5B,WE0BZF9,C1J,2025-01-03 05:14:18.000000,-93.815676,-110.277503,DESC_22,H4IG0BF18XB9SAQ,2024-08-17 07:56:50.000000,DD082,K15K2C0SLJMLG,O2UVMC
100023,ROUTE_23,SKS32WMU3I,DESC_23,LXWBEG34ARU,PZ56ZO6SNFIB6K,AH4RWHU94DK029E,6J5OJ58DLM2UA,MQLGI7D7A,NGDGDYP2QFA1KP,3D3G5MXW1,5DP4OLRX63,GHOXIDCZVBWW0,YFDSA1VHN,5ZJZ65,2024-05-19 03:42:28.000000,-121.571806,111.736834,DESC_23,W8RLW0LDT04Z,2025-02-24 21:21:22.000000,GHEA06MI3,MDKCJ0DCCSQQ0CE,GS0ZZ4FE4K5RR
100024,ROUTE_24,77Z6V9JQZG,DESC_24,4XF3WFXSW65G4,JUBR0B,WMA,LTN9RPY77YM,N28V8LXIDABRE,H0NP,CI60,545ENXZUENH9,S0JD9LJU,HU3IT1I,8ZVL4KVN65AXZ,2024-03-12 04:41:16.000000,66.946147,-2.962431,DESC_24,YYVR6VZDXR,2024-07-09 07:04:21.000000,P0IBD,0LIDBU3A,FG2RQVWTO5ECE
100025,ROUTE_25,IGH,DESC_25,LTK2NPI9G,UJW9P,1LZX,VO07GJ3UGA9GF7R,OM3OGIP735M2,0OVHUQ1,AG7XFYBQ0E,XG26P,OSN14RE33I2MQ,YFQ6NLMB,L0XIJ7RPA6HR4C3,2024-07-03 16:23:34.000000,-153.354508,59.719126,DESC_25,OCVUXUOQUO0LKUE,2025-02-19 18:44:37.000000,9XP,EQY8UC8JWY27G9J,9ZD
100026,ROUTE_26,7W31VQQIVB,DESC_26,8N9L1HU,DL1W,JI5USPXOTW205O,MXL7IO2,U09H7,483H02O,Z7GR11VJZ,95FT,4WS0D,JX0693UI628M,YAYRIRD8B,2024-02-09 11:38:10.000000,168.498694,164.983647,DESC_26,FZ2ERAPCA9D1N,2025-02-28 12:56:32.000000,GZX0J76P51,GTUM,8B7M
100027,ROUTE_27,GQZ60C3AWFY,DESC_27,8Y67O100SRN5LG,NOI5T0FPVP555,8RTVA,V1VOJ51CO,RZXGIK3WSK7O9X,1H2V33,MEO5QTZBIWQ,PHVIJF44V8GUXH,VHXS5ZUIKSM,511C3UWEH,WXCZCB0JX,2024-09-15 19:42:23.000000,84.404586,55.867753,DESC_27,SUG,2025-05-07 11:42:33.000000,13RNP3F8,OWX,8DE4A
100028,ROUTE_28,QV3HFCZONS,DESC_28,JCPEKHDQ5E43GN,64TEVWLKKOR,Q22UDN7H,VZNV,6AM0QYMN6JD8,5A5FUCRZ,ACCR,2QR5X8U5KTN0LU,K45FZB5,IKRE1OA8PX,LFXYNQ6NXDC,2025-06-14 18:58:48.000000,-108.93695,-25.246738,DESC_28,61I,2025-12-11 22:45:00.000000,YZA,CFNYTTTXN45XT,W70RJKCX
100029,ROUTE_29,V99T36K6JNRQI5,DESC_29,NX1Z,4ZKZ,X7I4NI,36JUEF3W8O3,QX7OB81R5XP4L50,DWNTPVSR5L10JIS,BAU1S7HJJWIY,WFJBQEI1N6Y5,QQT8BA,5WIVS4,4M78WIT,2024-10-20 11:57:05.000000,-115.122506,137.813227,DESC_29,66UD4A87YMJY8QS,2024-07-22 00:15:52.000000,OLUSGBCV8I,GZ1TPVQ92FG,87NP63PQ
100030,ROUTE_30,2A4B,DESC_30,2BUBZRUEHF,90R67,YH3AFXFCKU,VWX98FPNSC,P36,H4NIE5N,CGM62DJBFT7MUXN,NKR,XES0GP2S1L1P,HFJWD6SAQNO,6SDFY,2024-09-09 08:06:07.000000,106.874437,-9.020289,DESC_30,PM1Y,2024-03-04 22:15:57.000000,SL0NS1LUY,PH20KK6,VHCO2LM
100031,ROUTE_31,ZVV7QI,DESC_31,GFJRJUWV,HF5WJS7ZTAVBBAH,MGXJ9A,SFE124,8QYV3KG,2YL71C0Y,2UCOTTJ3ME9,8Y4WHCWJ,WGT,W0ATL8J7559QOP,OU1U1H249,2024-04-08 21:16:02.000000,-32.518457,-82.30098,DESC_31,W90Z61,2024-01-28 23:12:32.000000,MQIFPI9Y4B,0M8RCAXLTPP,1EF85RN
100032,ROUTE_32,OTUTH0,DESC_32,PVPC,O346H73UAA56Z6,92JK8JPP,R5TJIUNBSPS,2L4PU13CBET62O,5TV367FHOBFFF3R,2KM42QCG,WW5D,7J4BB,XCH90IKFVAXD,HJGF,2025-10-15 18:46:23.000000,-110.11844,-67.662475,DESC_32,E4MO88,2024-09-21 09:55:40.000000,W2EC,07QCNLR05E4,X174VWGEY8L
100033,ROUTE_33,LPATAHI,DESC_33,XVX0,5LAVXIQ2V,57WD,63BN83,F0AP501,KMTZPCVQ,2V94AKV1D,B7HZNALGULA,XMXJHAG2548CIMC,70C41MZWF,AJ0AZYDLX9UQNK,2024-05-30 06:11:40.000000,-147.711072,28.09115,DESC_33,W658,2024-02-20 21:04:16.000000,B0L,4FRPNIP,XDRMYE4FOPJF
100034,ROUTE_34,QZSOK6VNRJS,DESC_34,Z3XQ6DRQN,BG5CT9B63,IQU88NOGFOT,FFSRLCGIL97C4MM,Y3PXY1RD,1M3PAMN7KMD1IE,8YDV,IDTENEHBCSM82W,3O8H0G27915V39D,C0RK4,1HC6TGSB,2024-10-01 15:48:29.000000,-36.443248,87.129551,DESC_34,Y5ICE6,2025-05-28 10:28:58.000000,594EZAS6WWGO,0APCQQQ4HL2QH0,AM9C7ESB
100035,ROUTE_35,WTBRZ3UUFN,DESC_35,9EXWZI3WMIENN,I1ASE9NNJHR,ON7HBBFBBM,XDNUSO,IDZBYE91QDIYJN5,Q0D3ROL,AL7WL3UEH6GV4,J12WN6L,K5FOCJVZ0,FQ0TWOZ6,2DYBVT,2025-01-18 23:04:15.000000,95.386642,-116.589844,DESC_35,1OTSRCRXO9PTH,2025-04-28 11:31:52.000000,91T3DHJKRJLRKC,R0OOFLIH6,WFHC0F
100036,ROUTE_36,DQYRS4,DESC_36,B4K8,5AY5HG1,6PCBIOTRVQ8CR,QOIPG,D6IBFN,OK6CRN0FG9G29P,GG4V1ZDCV3EQ,EKH2,8M0Y3DR66FTH3,PU8GXBNVR,WLZY1VXL,2024-12-11 06:58:23.000000,23.521842,-76.223167,DESC_36,ALEALIUAK9EJ,2025-11-19 13:13:05.000000,JIVYMALO6B5OLYE,9VM7S6MF2EA,4G8H
100037,ROUTE_37,ERRNPC4UWMP30J,DESC_37,9UO6,XKS4I30Q3JR,XD17G4JW4C1,CIMWND9Y7S6Z1CN,S9PHJ3XJ3L,KA32V,ZDTY9635YS3FUV5,6Y1,ADI164H,2JQGS0HKJ,F5DU9J6EGWHJF,2024-04-16 12:15:21.000000,-166.681334,23.761418,DESC_37,WQKM41Z3D,2025-08-18 09:21:10.000000,OE6N9FYF,CBI9,SVPNTSSZZ328G7A
100038,ROUTE_38,ODR4NAJS7YF,DESC_38,AG97F9UGL,LQL33S2WQ9R,MWRAWM2V9RIJ,YKOYXT8MC,OQ0OMW,444TZ,483WFLQB,3E0E53S2C3,2AFVYO4Z2U1Y,0QQ9IBZUP,DLXRCGDK7QYNBRE,2024-07-18 08:14:00.000000,97.798395,-101.406241,DESC_38,CWEJIJ8,2024-09-08 10:06:47.000000,XLEPN31PD51I,KWGR,CRHH3XU2WT7DBLO
100039,ROUTE_39,VDI,DESC_39,VPNNI,RUZ616X,6XL1,H295KY5Q2,SVH518,I6696GMXMV7,2W73H,90AU,68FAUZ,26VRTENHVX6DQ91,V84,2024-01-31 05:20:17.000000,153.621419,26.748604,DESC_39,0PHVMUQMAGT4M36,2024-09-16 01:32:05.000000,HSG1HCLHWJA6E,99P89,BUU0
100040,ROUTE_40,17RCMDXD7CQ4,DESC_40,DCWI4RD2EFXOQUJ,KMAD2AMQTHUUK34,IBXDMND6269N,OOBMN,JA8RYJX,A7RBVR1SUMLFF,OMZN8O6,GV42H0C4Q,52KUVCS63XKUN,I68,UQ4ZUQ,2025-01-25 18:31:47.000000,-54.688512,-159.378129,DESC_40,W6P,2025-10-07 16:23:06.000000,NUZOGN1,9OW4LN,LH1M678A
100041,ROUTE_41,O5L254AGETK1V9,DESC_41,4P7V,RCN97YMZVBSQQDA,D3KTZZ2P1HB1FJ,ZCLLW8,1Y0G5VXO,73F2QXT3LNR81RQ,Z9BMD6GIMOUUFC,2MHC1Z7NHPN61,CMSWVLC7I9E03,G0V1ECVK96LEGZ,SH25,2024-12-23 11:11:26.000000,81.502962,-43.707022,DESC_41,N5Z,2024-08-07 01:07:35.000000,QEC9R0ZD4HX498W,2TAW5OQ8DAE,N52GW8ZHD9
100042,ROUTE_42,8TOZEZPAHAT,DESC_42,6T94PQ8Y,FZCF4PF42O,EJOYWC3EWX60RR,HLC9WX0TAKQ,WCXOOLVYEL277T,L1NMIRS7O,94KM8DT,9L8FLI7,TDO09QX3A,HEMYUJJ6EP6,WQMYQ,2024-12-04 22:25:24.000000,-175.615736,-92.517767,DESC_42,QH4079ORYDNS,2024-05-27 13:50:54.000000,3ABZ,NYT76B,85XA3
100043,ROUTE_43,74NT38,DESC_43,9SG,DYYV4QRGQGGKFG,QH6VV9OIB8,NEZC,ZURY,SONR4091,GZLC,LKFA9Y,803KVSNVS9,L906JR5WN9,6ZRMT,2024-07-17 22:29:00.000000,127.248348,45.181273,DESC_43,K56V,2024-06-11 14:26:51.000000,PWJVNRJ,RS6W87OP,KKCUZXWBT5
100044,ROUTE_44,IVO85R,DESC_44,2QK3LRJ1V7EG1B,JN13XE6N3D,YNB81C,WEKFWWAT8N,F1HMNRYTQUKJLRV,MV10NM,ORB4M2R,8C4O5WJBPWD1F,9044QWW1O,PUEJMG9TW,FPOZEKZJUJ,2025-02-21 21:41:58.000000,178.758443,144.777985,DESC_44,TNJMDMGBS72GVJ4,2025-11-02 12:35:44.000000,S09S1GX,CLAM5SE6C3,KC2TZ659UI
100045,ROUTE_45,F2VPBBA,DESC_45,WQ2YWGRJ,630K,VQ2JC2,BH6E,ZAWR1O7I9,IRO,4NB8OQHQW6E6M,BVUJ5V90VLGX7R,XW3KXZEV8,9N9NUHDHNCHA,XXVWD39T,2025-01-20 08:37:50.000000,-164.097706,-26.209734,DESC_45,N1F3EL5R,2025-06-02 17:07:44.000000,C46Z1M9QBVBL,6N2IT,3MTHEVQH28
100046,ROUTE_46,5ZKTY1KJ7,DESC_46,O5L53KX8QD0P,WCGTWU5F,KC6,ZOYUA6WGOS0,PUS5OJ5,4P6A8ROMMUQCPXW,X08IH3E,HI8T2SQR,SUE6LYQHL1KP6,1FCZYZKO0,8JLKAT9SLV,2025-11-01 12:24:01.000000,112.530333,10.134159,DESC_46,3NFW4YT3LM5,2024-11-02 04:40:06.000000,G2L84K21OF65,Y8MV6LAACNCZ6,73QP5K
100047,ROUTE_47,9RHL,DESC_47,GQDW8WK,2MK4LIQ4,53M18D0MP,WZ9,N7V3MRLB4LUHA9N,45XKV,HNUAFT33B,M42ZKXB994CUSQ,0TPX7Z75,FL0AUP1QE2LR,Q7RAH4ZNWQT,2025-12-27 23:36:42.000000,-5.273437,-40.939002,DESC_47,3B3BURQUOTFXA9Z,2025-06-20 12:29:32.000000,TKV5QH,0LTYT,2376F4H70V1WJ
100048,ROUTE_48,TVB,DESC_48,1H3EIV12XNE,24RC53WOB,CFIPTPDH,EOYTW92B,JTES4X57,04E39HYU5T3,HP0290KZEEOZQAX,SYFRCO92YPE,G29NC7,9JU7S6B9M1HML,OOT0THYA25W,2025-03-22 14:01:46.000000,145.927765,48.417862,DESC_48,9R62GF28UUYGO9H,2024-11-06 16:51:01.000000,O102HQWQE,G2NW1I90NZE,FE15WE0OG84
100049,ROUTE_49,EYVSYSWK5KFFGG3,DESC_49,CVSSCKQH3WL,WWL5Y6D,8BJVWZFN,I9RGC3DSTA,J1C,1XU4EAT,10PGKS,SYU9FKMAU,VUC,F8GK1,PCYE5CD,2024-11-19 06:06:00.000000,26.827245,-12.42662,DESC_49,58S0LG1RT3SZ,2024-04-13 20:54:38.000000,V5U15NDJYB,3KR1,J4M01RNAI
100050,ROUTE_50,IY8GDB,DESC_50,RVGPDH6L05E9EO,0DD,J3LTF0ZBHB4731,TABUX3VDS0N,1M7G1N5OK9X,88E3CEW6WF9,GBUNJNDAI5,D9IPE,FID6UEIPN6T,V6PONDXE5FA,CA5T6E4M7X,2025-12-02 02:08:37.000000,-145.797125,-88.995425,DESC_50,6TQX,2024-01-26 10:46:33.000000,70Y,UOQ8Y,VV6HXSGS8028LC
100051,ROUTE_51,QL7Z7KBDYHP8,DESC_51,YQT95FSIA23X,CTCMSFMSG,OD9PPEG,GIY3,2K9U,R1C20ZQWBRAN9DL,JCRSP,TXI8MAPCZYLK,X36GAZPE3GJICW,I49GZ,5RIZI,2025-04-16 18:22:51.000000,-167.431259,164.175968,DESC_51,CA20ZRMTLD,2025-04-06 00:06:28.000000,PKSRB1IS,BEFYK1E,C2QWJSN
100052,ROUTE_52,WI2I226A94KD,DESC_52,TRV87OXS,A2J,FP3L8Q6TSM8,GZI23HRGOJWSIO7,OCZETSL0,1C0S5AWSSRJFD,JMT2ZFP4,VXBFCW6PAC,ZD9SVDX1,045KM35Z,0H4CKC0MS,2025-04-08 21:29:09.000000,3.69357,24.747029,DESC_52,VQGDH0U7UF6N,2024-02-15 22:20:06.000000,W1FYKFMK72UH6,R7Y54X1HJPRD,BVI
100053,ROUTE_53,6NVKK6WXR4EK,DESC_53,CJ0D,JPYGLSG,9I7M9M9QVJTJN,GJLOX3G,HTX,LRE,QM32OG26,UDR,7C2OA8EOLAV,CMTLOXKE3UYQYU,QJTGLAZLUYSI,2025-12-26 19:46:01.000000,103.0233,149.632575,DESC_53,0YE4687NOUBEN,2025-02-03 08:20:44.000000,7600SFKZU,51TO3MWLIT,5WKCY
100054,ROUTE_54,JFBCB,DESC_54,BCB9,W7UEXAF,S6K1BD,N17TB66BC,YME86LHMS8Z4,YI0FK,3CB0,JU9KE3GTG,WOP7H,6PZPBM12I03D,N3PBADYC00F3C0,2024-05-10 01:37:35.000000,-86.185268,-70.035202,DESC_54,GSWB75N8KHHFUBW,2025-01-17 05:17:12.000000,ZW6284M1MMHJ,MXHKSY9TV1FPX,62T
100055,ROUTE_55,OB328V,DESC_55,VYR,N5ONZ,572VV9EZ32A8,3T8LKQD,DCT0BYQTJEU8,DUBWL2ZW2I1C,PLQQ3XLTI9A,MO6NOM3Q2T6YA,BYR572T8Y3TVVZ,3FY2MKGVMJTX,6M0CA25RPHTDR1V,2025-08-24 01:18:01.000000,81.806181,-110.18758,DESC_55,W87IL5FPD5C510,2025-04-13 14:49:57.000000,WEF4,SEZVT,BCOEC71GJK0Q
100056,ROUTE_56,BG6,DESC_56,3XMCHAE3,61CZQC,MG2A3OI7,5JCAF9HUYC80,BY5R,EO1TAOYV,U652ZIRKH44HYD,UVXN,1IMPN2SQ,BOBYLJ,WTD24E5BZMGIR7G,2024-11-30 00:22:19.000000,-62.121895,136.026741,DESC_56,D83PAYYCC,2025-12-02 20:56:02.000000,ILDQEI0J8R2SR7,TF5YW,P3UZUAS0RHZXHZ
100057,ROUTE_57,OVOZM0XONFZ9A,DESC_57,JB8908VF,DVUQER,M9U2KL2H,NF9PVHGPFKP42BS,Z0J72,XX8LZYM,671SW,HVS15XFE,JQSH7,3LKE3,0G6WRCR3FRCXC,2024-01-17 16:03:42.000000,-114.572809,-91.84357,DESC_57,19T5SPV6E5CGWFS,2024-10-31 12:52:30.000000,T9BZ8XJ0NHMY,1BN8TRF8IA,HPSQ0HJUQA1VZT
100058,ROUTE_58,JBOC7Y36,DESC_58,9XPVKCM6,Q4BI,5S2DJCB0,NN3A,M78XODFK4TK,MGO7GGEYRZ,547,TOK1S2PDY9J,BZAEIQ5,X4EPQ,QZ53TOHYL5Q0,2025-08-13 08:43:32.000000,64.277136,143.803878,DESC_58,AU8DER9LFQE31,2025-06-29 17:46:11.000000,VRL,B9WRR4F,FK1BJ91VRUT
100059,ROUTE_59,5UIU2OVX,DESC_59,GNI7U4HBKQ5I3U,B8SB2,CHJSGNJQU5,5C07V66ENLR,FXWSWSK,YC48Y0B,8SWK,JD2QZUHI0ZADW,TGODCXF36IS89,AM4X5D170C,YO7XLEJFQ9B2RGN,2025-01-11 00:33:34.000000,142.769599,-54.160989,DESC_59,KFJI5MQR1S0,2024-10-27 02:07:05.000000,YHL2VMUM8,HT3LP6C,1ULQ0589RB
100060,ROUTE_60,XBM,DESC_60,I7OK,LA2O2XK1P66NDEN,HXYQGWS6DBQ,O7QSRNZ,3FEV32G3TLVS,RUW3781G1G,9XBDJB1QJN,S73KI8CCAHH4O3H,NXWE54QO,AKY72,CS6,2025-11-09 11:23:49.000000,-57.654016,-117.225963,DESC_60,58W7V4LEHZH60WN,2024-04-19 01:20:57.000000,MRJRIE2OIYXV6,LS1DHSD4RRE,EGRSR1D1HW
100061,ROUTE_61,OO87Y,DESC_61,N9T886L0YGU8FC,1O1O4V,OY4G6F,B5XD9,XCX8FHMF2JY,0RMAG6HAT2TJ4,OAT4JAEVD9D1PW,H1B9G,148TWHCOA4V40,GLO9UIA4,AX5,2024-08-23 07:54:33.000000,12.710819,-119.505395,DESC_61,1OIE009A,2024-11-13 09:42:35.000000,S1H21G,K4VO0OEAPSFN8Y2,HNLQHL75I7P9KS
