site_state,site,customer_no,item_div,salesperson_name,type,status,market,salesperson_empl_no,last_name,first_name,middle_int,company,selling_channel,house_salesperson,salesperson_type,team_name,team_email_address,team_mgr,team_company,team_empl_no,team_business_center_id,team_mgr_salesperson_id,territory_desc,territory_empl_no,territory_email_address,territory_mgr,territory_business_ctr_no,company_group,modified_user,effective_from_dt,effective_thru_dt,load_dt,modified_dt,current_ind,src_desc,active_ind,univ_salesperson_no,premise_type,salesperson_type_cd,salesperson_msc_reg_cd,rpt_team_company_code,rpt_team_company_desc,rpt_team_company_short_desc,rpt_company_code,rpt_company_desc,rpt_company_short_desc,salesperson_no,team_no,team_territory,territory,division_mgr_no,division_mgr_email_address,division_mgr_name,division_mgr_empl_no,division_business_center_id,region_mgr_no,region_mgr_email_address,region_mgr_name,region_mgr_empl_no,region_business_center_id,email_address,source_system,empl_group_name,empl_subgroup_name,empl_hire_date,empl_terminate_date,empl_position_desc,profit_center_cd,profit_center_short_desc,empl_personnel_area_cd,empl_personnel_area_name,empl_personnel_subarea,empl_job_title,empl_phone_no,cost_center_name,cost_center_cd,premise_type_desc,miscellaneous2,salesperson_mobil_phone_no,salesperson_voicemail_no,salesperson_assignment_cd,miscellaneous1,team_mng_mobil_phone_no,team_mng_voicemail_no,team_active_cd,team_sales_company_cd,team_premise_type,territory_mng_mobil_phone_no,territory_mng_voicemail_no,division_mng_mobil_phone_no,division_mng_voicemail_no,region_mng_mobil_phone_no,region_mng_voicemail_no,salesperson_transfer_info_1,salesperson_transfer_info_2,salesperson_effective_dt,salesperson_change_by,salesperson_last_change_dt,is_deleted,salesperson_type_long_desc,assign_salesperson_market_cd,assign_salesperson_market_short_desc,assign_salesperson_market_long_desc,salesperson_item_group_territory_cd,salesperson_item_group_territory_desc,team_type_cd,team_type_short_desc,team_type_long_desc,team_market_cd,team_market_short_desc,team_market_long_desc,region_mgr_type_cd,region_mgr_type_short_desc,region_mgr_type_long_desc,dept_mgr_type_cd,dept_mgr_type_short_desc,dept_mgr_type_long_desc,area_mgr_type_cd,area_mgr_type_short_desc,area_mgr_type_long_desc
3497840707,100036,100000,CS0GF,Sales Division B,YYEDQM31M2,GP9J,3BBCX,V6T9EM,Sales Division A,Sales Division B,QEMH9XSC0G,163XL46A0S,XAFZVIJRI,DL6THEVXUI,79BJY,Sales Division A,paul.davis@sgws.com,HSHAJ4A0QGM,QDSAOFI38S,A48HBX88C,E1G1MB2ZF9R,G34ALPFXI6,Northeast,Southeast,paul.davis@sgws.com,Midwest,West,O9M,LXC,2024-07-25 05:17:06.000000,2024-11-08 03:36:54.000000,2024-04-09 05:04:13.000000,2024-03-25 03:17:24.000000,FTSPZ,Sales Division C,7651X66YC8P1E,7F7KPTD3I2GZX,XWV9NO6E9,C2PVCDYIZH3,A62V,JC1RGG9ZV,Sales Division A,Sales Division C,7D6OHG8BR07X2L,Sales Division A,Sales Division C,531A3YN7QS7KM,WC7TTZCHPT,Northeast,Southwest,NTB5BMZ02CRQ1,paul.davis@sgws.com,Sales Division A,JEBUVQMCVJ,ZCLWQDC5JI,Northeast,paul.davis@sgws.com,Southwest,Northeast,Southeast,paul.davis@sgws.com,9O0H2NAHGKL2,Sales Division A,Sales Division A,2025-07-11 20:35:38.000000,2024-12-21 11:05:39.000000,Sr. Account Manager,8Y6MQU4U1,Sales Division C,X2L02SG83M6UOI1,Sales Division A,0FK7VFPA2M,Account Executive,609-559-7458,Sales Division A,N1C4IUOT6OBSG8S,Sales Division C,G8RAZT,821-472-5759,paul.davis@sgws.com,GWKWXQF,71EH6QYUW,509-523-3380,paul.davis@sgws.com,0D1S4R,4GYQK1P16HJZ67M,0KJWRHGW,894-574-1420,paul.davis@sgws.com,352-289-6205,paul.davis@sgws.com,265-500-1093,paul.davis@sgws.com,2WIXTYN,N5W35UI4,2025-02-26 11:59:06.000000,Y0RR04O80LPAV76,2025-12-02 16:06:45.000000,89PBCZQS,Sales Division B,2E0RQYE,Sales Division A,Sales Division C,West,West,BILACEUMXUTCB,Sales Division C,Sales Division A,B0L,Sales Division B,Sales Division B,Southwest,Southeast,Midwest,XN7FXGGDXK0L,Sales Division C,Sales Division B,9J9DAP,Sales Division B,Sales Division C
4518993924,100037,100000,CP6OP63G3,Sales Division C,18I0HNTJTPR,3WQNGJO9NFQDUBB,HT32PDYTO5QP4,N33,Sales Division B,Sales Division B,RPOJUMM,9D8BYDIVJ0XPQZ,KCTLTVM5FKDYYBR,397,GWKJ,Sales Division C,michael.lee@sgws.com,3Y2O,O3FP0R17CP,05KTBFH,JA50UD2PMONG,T9STHMIO0NQ7PU,Midwest,Northeast,michael.lee@sgws.com,Southeast,Southwest,TMYP6R,3V32X5BXBOYXVC,2025-01-02 03:33:06.000000,2025-02-03 18:36:15.000000,2025-08-13 20:41:58.000000,2025-12-28 05:46:16.000000,DPS,Sales Division B,ROG8DA1GGDU,C14TI3UDE5NXA8,U5U05MAVL3YZ,F4BXOJAFOF7S,6C3Y,8TGI3,Sales Division A,Sales Division A,O1NEIMNXTI1TK,Sales Division B,Sales Division C,COXR314GVI,J8S7HKMB,West,Midwest,Z7MJXRWB,michael.lee@sgws.com,Sales Division A,GIO77UFANAVKK,AIYJCN5XPEVM84T,Midwest,michael.lee@sgws.com,Southwest,West,Southwest,michael.lee@sgws.com,VMZV,Sales Division B,Sales Division C,2024-06-24 00:08:14.000000,2024-11-29 13:44:52.000000,Sales Representative,UG3DXQ3,Sales Division C,1ZPW6RZFMUI,Sales Division C,CWO,Sales Representative,803-230-6253,Sales Division C,F0AE6OBVKYX09Y,Sales Division C,5RXPL1K,617-518-1286,michael.lee@sgws.com,ZDD,WZ0QVD5D38Q5,495-844-4294,michael.lee@sgws.com,X0PE5IHITUSB,S6QEZMMQO0,3WCMI,367-670-3706,michael.lee@sgws.com,543-860-8992,michael.lee@sgws.com,254-363-1295,michael.lee@sgws.com,15NZJ,6TUKDD0OO6BB52P,2024-10-14 22:20:59.000000,K6E8YBM2L,2025-12-21 08:41:03.000000,NT3IT5,Sales Division A,ST0QQ,Sales Division C,Sales Division A,Southeast,West,UYV,Sales Division C,Sales Division C,QZDF3K8EE,Sales Division C,Sales Division C,Midwest,Midwest,West,Y2LD5SQWXMO,Sales Division A,Sales Division C,R2IJVWAQ2,Sales Division A,Sales Division C
4309859538,100038,100000,T47HUB2G569SO55,Sales Division A,IARMY7CU4VSZAH1,B0N,Q29IK6EJD0L,PAUQ,Sales Division C,Sales Division B,7FN4E1XV8U2,A0NS10,WGPMEB4JLUIWF1,ZRTKLWJQMY,UGIIIC3,Sales Division A,jessica.thomas@sgws.com,4SN4CCKIT5C,C1WV8WULJPM7EHD,1S4YC6NSMTH,71MH7J0JXN7,NMK,Southeast,Northeast,jessica.thomas@sgws.com,West,Southwest,4T4LEN107U9,AQ5V102,2024-06-05 01:26:03.000000,2025-07-16 16:27:06.000000,2024-05-06 20:44:20.000000,2025-02-18 14:20:32.000000,0QQK,Sales Division C,E1Q0QZND6J2R8,IIBQXKHCF,B7V,9L4D9H6,D27KK9NZ2UE,1276Z56,Sales Division A,Sales Division B,HICKIJBNP,Sales Division A,Sales Division C,NNZ,W0DP258CSN2F,Midwest,West,23IG5QPO2,jessica.thomas@sgws.com,Sales Division A,OENW7V,DNEACWM,Southeast,jessica.thomas@sgws.com,Southeast,Southwest,Southeast,jessica.thomas@sgws.com,Y5DQSTV,Sales Division A,Sales Division B,2024-07-22 19:48:32.000000,2024-04-02 21:19:11.000000,Sales Representative,FPFMKZXYDBOH16,Sales Division C,QI4D,Sales Division A,JKJ9YK1QZMCZC,Sales Representative,490-395-9193,Sales Division B,9KCRBFBXQ1ZEI4O,Sales Division C,1ONJZ2D3MUCGGOT,965-549-1702,jessica.thomas@sgws.com,ZWM4F00AHD,FHVP1Q9,438-959-8297,jessica.thomas@sgws.com,2SUIJWDRYT,3ZZ,0TRHK,763-362-5810,jessica.thomas@sgws.com,956-912-9590,jessica.thomas@sgws.com,986-776-4479,jessica.thomas@sgws.com,YHYXOQME00OD6,09NPA,2024-02-23 13:13:32.000000,OUVUQ,2024-02-20 04:52:15.000000,Z4OL,Sales Division C,X2IW,Sales Division A,Sales Division A,Northeast,Midwest,01Q0C56C1,Sales Division C,Sales Division C,UGHX,Sales Division C,Sales Division A,Midwest,West,Northeast,DWOC8,Sales Division A,Sales Division A,HKPTG4,Sales Division C,Sales Division B
5887153078,100039,100000,T37RY10EPFHJ4SW,Sales Division C,GGA5QWF57WWRRY,YLYQVPFZQTDM,M2GOK,A7TU4A,Sales Division A,Sales Division B,IU7IO8WO7K7UX,090SGGMM1S5D,UI3RYAF,FCQ,C8FQ8LJ,Sales Division C,patricia.smith@sgws.com,AU2X94OLXAC6ILT,D8KL2B6HII7N5Y,ECY6QPCN0PPY,1BGHIF6,WVGV39QUTP2UON,Southeast,Northeast,patricia.smith@sgws.com,Southeast,Northeast,20TSQ3GGPT32,7AF6Y2VD0,2024-03-24 02:59:56.000000,2024-02-15 13:02:39.000000,2025-01-04 17:16:39.000000,2025-09-25 23:03:11.000000,TLYM77XP5YM5XKJ,Sales Division A,M9HK8IUFEMXWYFB,AHRNFJD4,EON27F32ZT,01JZEXYPLX,K6M9O0,GX00S22EZJ7ZFKE,Sales Division A,Sales Division A,1ZQ8XEU6,Sales Division A,Sales Division B,11X4WMULSYS5VGD,UQ1N3C,Southwest,Midwest,C1FIY7DOM74FP09,patricia.smith@sgws.com,Sales Division B,1X3V8VCAP5A1BX,ZJQF4,Southwest,patricia.smith@sgws.com,Midwest,West,Midwest,patricia.smith@sgws.com,02DL,Sales Division C,Sales Division A,2024-03-15 17:28:51.000000,2025-06-23 08:35:49.000000,Sr. Account Manager,CP9F,Sales Division A,20FI9NIJ3W4,Sales Division A,K4H,Sales Representative,519-971-8976,Sales Division C,0U6VDP8,Sales Division A,Y8VOXE1CJ,272-493-4704,patricia.smith@sgws.com,TTG1E9FD,Q66UROXJ05KIM4N,391-723-6734,patricia.smith@sgws.com,7FTVYYSS,NHKZ8,1KHE3O5KQKC4A,255-872-9061,patricia.smith@sgws.com,928-246-1740,patricia.smith@sgws.com,521-524-4103,patricia.smith@sgws.com,LRF01I10DSP8,B17RCKKVSS4,2024-12-13 05:10:50.000000,9FY,2025-06-06 07:23:57.000000,OIWNIC7FM0RQU2H,Sales Division B,O1S8Y85MS9446,Sales Division A,Sales Division C,Northeast,Southeast,OV3YFZ,Sales Division A,Sales Division C,VPE8QZW5Y1OVWG2,Sales Division B,Sales Division A,Southeast,Midwest,Southeast,VDLQVA,Sales Division A,Sales Division B,04FDZHNKJGL7Z,Sales Division A,Sales Division B
8066410102,100040,100000,SOL1TL3IUT,Sales Division B,0TW,JL8PVYT5TF,613EQSL,EP0,Sales Division A,Sales Division C,4RE2YKJL,Z0NP,NBZ8YRI5,1EV5XRAO,KDFM,Sales Division A,matthew.johnson@sgws.com,5URK7NKQPGU,N5WV,Q0KRZMCGU7I4Z,5XB8T8E,YVAN,West,Southeast,matthew.johnson@sgws.com,Midwest,West,V80YLB1,PCFIK,2024-07-15 22:45:51.000000,2025-11-19 20:37:07.000000,2025-02-10 04:38:26.000000,2025-02-08 01:38:32.000000,OFP4,Sales Division C,NU04N30IM7T,YRXH3T21NVXM,JJTESPV,TOOXY1R,J04Q7OS4YFM,HRZGM,Sales Division B,Sales Division B,Q49XZQLPATQD8,Sales Division B,Sales Division A,RERBW18AVS4G,B4WEJ9,Midwest,Northeast,0JLT,matthew.johnson@sgws.com,Sales Division B,Q0QBSIX2NT3UX1,4M3IZMS9WFOKVH,West,matthew.johnson@sgws.com,Midwest,Northeast,Midwest,matthew.johnson@sgws.com,0O4QXUS1QG7C0FE,Sales Division C,Sales Division C,2024-02-12 09:13:49.000000,2025-02-03 17:53:21.000000,Sales Representative,O2L4DO03HBIH5I,Sales Division A,U4VRD977IT,Sales Division A,JGW4TZM7,Territory Manager,319-602-7430,Sales Division C,JUEBHMNEQ,Sales Division B,23OPF0UEQ48,219-655-5082,matthew.johnson@sgws.com,Z2N8ZHSQ,5KYEIWF0MYZ8EQQ,969-561-8519,matthew.johnson@sgws.com,YPDI8DU1YBJFF,P17BVV2,MD8JGKHE4,377-637-7271,matthew.johnson@sgws.com,680-280-1951,matthew.johnson@sgws.com,527-330-2803,matthew.johnson@sgws.com,74B99,49PJV,2025-11-14 02:58:02.000000,3R0K66S9TPUOS,2024-12-19 23:59:24.000000,8IDQJ,Sales Division A,423SRH,Sales Division A,Sales Division C,Northeast,Midwest,UGI,Sales Division B,Sales Division B,S0R,Sales Division B,Sales Division A,Northeast,Northeast,Midwest,O7R,Sales Division C,Sales Division B,WLFT9DRDXDP5F,Sales Division C,Sales Division B
3358622314,100041,100000,6R8F7,Sales Division A,1223YLP3O6YWFS,M7D7267HR,IHO,7QSA53P1I0A,Sales Division A,Sales Division A,0GK59R,1D7LM5,5XP,66P514,34O2G9IXKYDUL,Sales Division B,robert.thompson@sgws.com,ZTABMU8,SSS,L63AIG22SZM33,NNOWOS,FE0LL,Southeast,Southeast,robert.thompson@sgws.com,Midwest,West,IIC,DZ1VGUCY1NK0LV5,2024-07-20 22:12:44.000000,2025-09-05 02:32:29.000000,2024-01-31 14:11:01.000000,2024-08-21 05:42:56.000000,87DSAWWLZJHSS2N,Sales Division C,94XNCSLCV,5T8FT4R,T5NXRVL14EXK6M,Q7YMJLTEV4PH54T,QWFNWBE,8JFI1OY4DEU,Sales Division B,Sales Division A,R9XE4RO,Sales Division B,Sales Division A,6NXNB,QPGI,West,Southwest,O7TN,robert.thompson@sgws.com,Sales Division B,4JJCDBOVH5S,NHSCGU10COUBT59,West,robert.thompson@sgws.com,West,Southwest,Southeast,robert.thompson@sgws.com,KC0KGMDVIXBM,Sales Division B,Sales Division C,2025-04-09 14:19:03.000000,2024-10-01 21:54:08.000000,Sales Representative,E71,Sales Division A,7KVVNYSY0QPSM7,Sales Division C,MD28OCL74IC6V56,Territory Manager,549-494-8268,Sales Division A,KB5BW0L,Sales Division C,8MCON19,811-728-5624,robert.thompson@sgws.com,D0S,XYRDYL0Z,460-342-3009,robert.thompson@sgws.com,Q3I9OSVUCYOJR1W,6MVXSZ269IC,8DR1MUQICYC,698-456-5559,robert.thompson@sgws.com,208-878-3645,robert.thompson@sgws.com,640-943-7713,robert.thompson@sgws.com,1RKJFR5RPCBG,8AL7JZ7X8B,2025-03-28 02:30:52.000000,VT8H9GJ8DMW,2024-10-08 04:45:20.000000,JYZ7,Sales Division C,3P92,Sales Division C,Sales Division C,Midwest,West,5471TG3XD8LNKVC,Sales Division A,Sales Division C,YBDW,Sales Division B,Sales Division A,Southeast,West,Southwest,5BDBB9Q,Sales Division A,Sales Division C,IDWEW3ZWVM,Sales Division C,Sales Division B
2369467941,100042,100000,Q3QZXM4G,Sales Division A,5503N9OYKVTE98,NH39DLMNT2D6D,OCCLF0Q9IM,JHLRFQV2S,Sales Division A,Sales Division B,54TYOJ4QD,BADHLCN,ADVFYDCLVP243YC,4O1EHSBR1HY,5FVYMKWWK5HOW,Sales Division A,mary.martinez@sgws.com,N0LPXM84,PX8OR3SX6B,AT826WP6GDS3,7VR1NIM4CUFHQ,6PDXG0SB8D,Midwest,Southeast,mary.martinez@sgws.com,Northeast,Southwest,MKN2DPD3Y8YF,B5QF2MPM4OTQ,2025-05-03 11:48:58.000000,2025-06-26 18:20:56.000000,2024-08-20 20:23:51.000000,2024-06-20 09:48:58.000000,8TCMZ51I,Sales Division C,MZV1GR,GPO0NSTT,NWST4LDZZC1S,6IG9,1QV1AW4,ZM86NVTI6S5F74,Sales Division A,Sales Division C,1U8,Sales Division A,Sales Division B,MWIBCB,NFKDJBZP,West,Southeast,UW9YJN,mary.martinez@sgws.com,Sales Division C,BRZQHHGF1W98KX7,QPC98E8QXNJN1M,Midwest,mary.martinez@sgws.com,Northeast,Northeast,Southwest,mary.martinez@sgws.com,NAAQDIIJLR,Sales Division A,Sales Division B,2025-05-29 03:33:45.000000,2024-09-21 12:39:57.000000,Sr. Account Manager,D990TA65MUQWS98,Sales Division C,AW6ZV9CRI5VRJK,Sales Division C,IV1XA25N46RH,Sales Representative,665-880-3724,Sales Division A,VLIOK19,Sales Division C,WXLFX6QBP46C4XE,886-480-4735,mary.martinez@sgws.com,757HE,7ZTLBM6QW6QR9ST,842-568-5893,mary.martinez@sgws.com,V2KUVGHZLZHS2CY,VPZTG,W72,546-248-5802,mary.martinez@sgws.com,687-861-3002,mary.martinez@sgws.com,457-479-7983,mary.martinez@sgws.com,2BXSLV3GCDTY,O1M48W,2024-02-13 01:15:46.000000,BTBUGL6AUE,2025-11-28 13:54:31.000000,BJVE,Sales Division B,DR3WO,Sales Division B,Sales Division B,Northeast,West,N7VRO08RSVJ9UAK,Sales Division C,Sales Division C,1JRLVDI7OE,Sales Division B,Sales Division C,Southwest,West,Southwest,C83S9294G4HRL,Sales Division B,Sales Division C,MWM434NCT9FYCY,Sales Division A,Sales Division A
2542657587,100043,100000,B696,Sales Division B,FXO00,HHPPW419LF,0X9J91SO0KNNJAB,P2DSHHMH8945PJ,Sales Division B,Sales Division B,XIHGE,2863E2FQ64,URBNOF,KS92TJ59MDSPM2C,M8VN,Sales Division C,richard.lee@sgws.com,P3VZ9LN,4ZL4FSEW,6BPD8XC74,E0O,1TH45VD7P,Southeast,Northeast,richard.lee@sgws.com,Midwest,West,TUTNBFOOZK9CJ,VGEIMY0TLV,2025-05-16 17:51:21.000000,2024-04-02 12:15:32.000000,2025-07-16 05:42:00.000000,2024-12-08 13:12:21.000000,H1P1K,Sales Division B,F9JU79NDCY4E2,7RFGM,CWLELZ1XI63V,WPJP7B5YZX02M,W14U,XK9U9,Sales Division B,Sales Division A,CRT1AY6C86,Sales Division C,Sales Division C,61Z,7FA14Y6NI,Northeast,Southeast,6WL,richard.lee@sgws.com,Sales Division B,BOQ,FBQU,Northeast,richard.lee@sgws.com,Midwest,Southwest,Southeast,richard.lee@sgws.com,S08XN,Sales Division C,Sales Division B,2024-01-12 23:17:33.000000,2025-07-15 18:46:59.000000,Sr. Account Manager,RVGQK8NT,Sales Division A,DNPFJKZ092C3HM,Sales Division A,6QX8DJ,Territory Manager,495-639-2891,Sales Division B,ZCI4OCYX93KY,Sales Division A,AEOTOVH8P7,217-215-1343,richard.lee@sgws.com,BVWGV5WYEXQPF5,S988,853-419-2182,richard.lee@sgws.com,2EU4HTT,A0GM40,ZV3S70N98LVVK,644-396-1893,richard.lee@sgws.com,513-236-4007,richard.lee@sgws.com,867-746-9065,richard.lee@sgws.com,QFF3VQKTBP3N9,W3KPB1,2024-03-29 12:06:21.000000,YMIZPVGMYV8N,2025-02-27 02:19:47.000000,ZCS5YM,Sales Division B,SENOJIGKRIRVIK,Sales Division C,Sales Division B,Northeast,West,EU0L3LLFXC9Q,Sales Division C,Sales Division B,J2RT1RXXTH,Sales Division C,Sales Division B,Southwest,West,Southeast,9DMWLI,Sales Division B,Sales Division A,HQDXLW,Sales Division A,Sales Division C
1483580634,100044,100000,H0YLXWHAH4IW,Sales Division A,XRE,67R2LHJLIL912,KB5UVXYCOMDP0,GYEK,Sales Division B,Sales Division A,P177KC1QS6W,QTIXO9,E7GAZHQ4F0X,CUX9S6AKQZWUP1M,MKGZYX7Y8SS,Sales Division C,matthew.jones@sgws.com,JYA,UTUNQ,UFXM3S8,XEWT2J7QYUPZG,5PQDNO488ZN2C4F,Midwest,Northeast,matthew.jones@sgws.com,West,Southwest,HUSASO4,WGLCOQ1H8W1,2025-07-13 08:37:29.000000,2024-11-29 09:02:04.000000,2024-09-23 16:59:36.000000,2024-01-26 16:24:25.000000,TI4BQRCIHDMT,Sales Division A,L4XDQE,01DK1ZTM8CGO1,C1SI8,GT8QZKEY,AD60432Y3NAVBR,7RJ1BICP,Sales Division C,Sales Division C,XVJ,Sales Division A,Sales Division C,314PJVSKA3O2BBU,5AMHF5ZVZ,Northeast,Midwest,992DAI8X,matthew.jones@sgws.com,Sales Division A,7U3T,ZHVKMQ,Northeast,matthew.jones@sgws.com,Midwest,West,Northeast,matthew.jones@sgws.com,F9C1M5,Sales Division C,Sales Division B,2025-11-13 10:20:19.000000,2025-10-30 06:38:15.000000,Territory Manager,UYLWYIW,Sales Division A,89XVODT,Sales Division B,AX0OAE,Territory Manager,372-452-2706,Sales Division C,15QYZ,Sales Division A,8HKOIH,891-353-3666,matthew.jones@sgws.com,5GO2BU5F5P6OUHL,Z8XEDL,626-944-5287,matthew.jones@sgws.com,YYL44L1,24SD6H8WAMVC,19HTN,529-757-2444,matthew.jones@sgws.com,918-807-1092,matthew.jones@sgws.com,601-245-3608,matthew.jones@sgws.com,74R8UW57NFCYF,UWD2BNUXP38S,2024-01-15 03:56:52.000000,OA86D9OTO,2025-07-12 21:18:23.000000,I4HD9,Sales Division C,NAACOEZS6LTMMU,Sales Division B,Sales Division A,Southeast,Southeast,3CSE2T,Sales Division C,Sales Division C,VQCUM3X0Z,Sales Division A,Sales Division A,Northeast,West,Southwest,O0ETXQNSFZ7K,Sales Division C,Sales Division C,BF2ZTM2FYU0CE2W,Sales Division A,Sales Division B
2847575424,100045,100000,OZWDEEHL7TLR0VH,Sales Division C,AHAE0D1PRA,5GE6A67YQ,ZHXH10CDFPZUZ,RM2PCGOOXVEM,Sales Division B,Sales Division C,P7RS6AQ8CHRV3,FBMR,R3FL24P8T0RPD,6MV,IZC8EHHXSRL,Sales Division A,robert.wilson@sgws.com,BYVNPUP8136TGI,QF5OMJW,QDNA145AQ2,IO9IHO5P4L1F,JT7,Midwest,West,robert.wilson@sgws.com,Midwest,Southwest,1W2ZER05N0DK8,NOJPDMDT8,2024-11-27 18:35:53.000000,2025-03-22 05:17:46.000000,2025-05-23 20:37:55.000000,2024-01-22 20:25:19.000000,VJ85V6L,Sales Division C,N0RHF9TPPVT,GTWUFV5G1B,UYC79,SLTFIEWHH1K23,AHJO,TEMGS,Sales Division C,Sales Division A,R1RKK0HS2,Sales Division B,Sales Division B,JBVPIBDE179JDMY,8T778SO,Southeast,Southwest,JZN4QS,robert.wilson@sgws.com,Sales Division A,IDZPL7MW,GI5A4P6MS0SIA,West,robert.wilson@sgws.com,Midwest,Northeast,Southeast,robert.wilson@sgws.com,DQAJ,Sales Division C,Sales Division B,2025-03-21 02:54:35.000000,2024-01-19 00:04:00.000000,Sales Representative,KXQM,Sales Division A,CCIWW,Sales Division A,1NXT,Account Executive,215-829-7545,Sales Division A,UK2W8KLS07,Sales Division A,GZP1EK13N5,245-400-5012,robert.wilson@sgws.com,GCHG6UJ3OBNUEH,OALM6HP2D,265-934-7835,robert.wilson@sgws.com,P9WFG,JML32L,X7C8916FSZ57JI7,552-323-6812,robert.wilson@sgws.com,807-706-6070,robert.wilson@sgws.com,569-219-5973,robert.wilson@sgws.com,FLTFSEAYEONO,5JJ5686W0QZ7EF,2024-12-13 17:37:34.000000,YYWPXO7GP,2025-06-17 13:41:00.000000,YTEEVTSXCMHJ1,Sales Division B,11KNOBJ35D0J8H1,Sales Division C,Sales Division A,Midwest,Northeast,KAYFNV6X749,Sales Division B,Sales Division C,RYL7NUD7DX7W,Sales Division B,Sales Division A,West,Southeast,Northeast,GBNZCI7OBVQ4,Sales Division B,Sales Division C,IACOMZ4N5TZ,Sales Division A,Sales Division A
106966067,100046,100000,3PRUPY7V9SN,Sales Division C,UDRHZ32HBY79Q2A,8V0I,SUSK7STRD,3CWGAW6BC,Sales Division A,Sales Division A,A3P6Q8AVT,QK4AXEXWTIH6DKY,259,TCGXT6ND,W0DI,Sales Division C,christopher.martinez@sgws.com,K2KX1E547NBTI13,ZPE,IBKCOOK5V,P1AWXVPYTEO6GF2,9EKL82K,Midwest,Midwest,christopher.martinez@sgws.com,Southwest,Northeast,U1GBLWEG9W0,VDHDB,2025-12-29 08:36:45.000000,2024-11-15 08:17:19.000000,2025-06-12 15:18:38.000000,2024-10-24 05:24:22.000000,A75HHDEW,Sales Division A,WFPDN47SVTWM,MMXSPM7PAZL,IF8D8UNO55Z2R6,GA2,TM1QRV,9ZD,Sales Division B,Sales Division A,HD1BPPS0,Sales Division A,Sales Division B,N3RRUHY,KDHT,Midwest,Southwest,P0CEUCOQE9BUOXQ,christopher.martinez@sgws.com,Sales Division A,74JD97CBPQ5J,IJX6,Southeast,christopher.martinez@sgws.com,West,Northeast,West,christopher.martinez@sgws.com,C44,Sales Division B,Sales Division B,2024-11-14 19:17:57.000000,2025-06-05 02:46:23.000000,Account Executive,4DQRFAODUNFZW,Sales Division B,UQ40,Sales Division C,4OPVLPLM8TI,Sr. Account Manager,876-375-3861,Sales Division B,24BWV9H6,Sales Division C,NO26RD,276-366-5317,christopher.martinez@sgws.com,39URCBSMVC,RK6M,460-450-5719,christopher.martinez@sgws.com,WAYNULTE0I1XHWA,TW85N4GS9O28JG,VZM39,979-798-9854,christopher.martinez@sgws.com,645-524-6227,christopher.martinez@sgws.com,821-715-8412,christopher.martinez@sgws.com,NTU5LT,HX1ILN0WHRC,2024-06-16 14:23:02.000000,OM1,2024-12-10 03:56:37.000000,K0JVUOH8X,Sales Division C,2D4,Sales Division B,Sales Division C,West,West,MU4IPU,Sales Division C,Sales Division B,45FU5L74GT73,Sales Division C,Sales Division A,Southwest,Midwest,West,KQL6,Sales Division A,Sales Division A,26RIDH4D9Q,Sales Division A,Sales Division B
2638659828,100047,100000,2E83XU,Sales Division A,EUGUVD9JYGIBL4Y,A5RUWRNJP3,NUPX4,VT42VN72YC9C3,Sales Division B,Sales Division B,MY583,97RNYJFR45P,OLKD,TD5UJ9SHP,FSUAEJAVYCM6H,Sales Division C,david.brown@sgws.com,H3ZCH3VZQHF0B,AMHAPP7TTKD5C8Q,7BQ8OEEK,QQ6BNGDJ30OV4,PHJ810D,West,Southwest,david.brown@sgws.com,Northeast,Midwest,JSGG,CXU4NPIL7JC,2025-01-01 17:45:14.000000,2025-07-05 05:40:50.000000,2024-01-06 03:04:46.000000,2025-07-25 17:19:47.000000,VZ0CZI8BPF,Sales Division C,B2CC,GLEBQJZAVLX6E8Y,217ZT,KM4EVFH,UEQLWNOJ4ZGZDTO,7P21XMAQP4,Sales Division A,Sales Division B,2FB5TC436GF6HL8,Sales Division A,Sales Division C,IMT9PPSOZ49,Y4ZLIYP,Midwest,Southwest,HVBJ6EK0,david.brown@sgws.com,Sales Division B,VQNB1KGGD,09SYW34VPVEX,Northeast,david.brown@sgws.com,Midwest,Midwest,Midwest,david.brown@sgws.com,GQNJJM0TW,Sales Division A,Sales Division A,2025-10-16 17:31:57.000000,2024-09-27 18:59:13.000000,Territory Manager,29LXBZD8M1Y9SHV,Sales Division C,ULE1ZB6LBMYOMN,Sales Division A,ORCHRPLBXKIA6K3,Sales Representative,809-540-8953,Sales Division A,N0MPE80,Sales Division A,3GLGKJJ4BPTSA,215-304-4983,david.brown@sgws.com,TC9369G6RLNPJ,GKF92LNYSR3O,296-720-2877,david.brown@sgws.com,ZEVENYG,SMZDX572ZOYT,9DX1Q,823-893-6207,david.brown@sgws.com,385-349-5067,david.brown@sgws.com,227-588-2577,david.brown@sgws.com,MWOPCGP0,1B12XBUJ,2025-01-25 03:15:39.000000,ISSA,2024-07-23 08:33:36.000000,U0J,Sales Division C,PVC3,Sales Division C,Sales Division B,Midwest,Midwest,CSGQ7KTT,Sales Division A,Sales Division A,0EJ5E0E9RVILI,Sales Division A,Sales Division B,West,Midwest,Northeast,CKJVP7GWO838P4,Sales Division B,Sales Division A,X0BN1NG,Sales Division B,Sales Division C
